token,log_name,subset,heading_change_deg,connector_turn_type,ego_speed_t0,expert_stopped_t0,n_moving_vehicles_30m,lane_change,reentry_from_stop,near_pudo_t0,lateral_offset_t0
aead0a5a6ad75bcb,2021.07.16.20.45.29_veh-35_02509_02649,unprotected_turn,72.29019295576958,LEFT,3.0848007202148438,False,3,False,False,False,0.03701449750343894
20925c9e81ba51a9,2021.10.05.04.03.05_veh-50_01003_01426,unprotected_turn,63.11072388818351,LEFT,2.818301200866699,False,0,False,False,False,0.2665494569297166
37be0e2d81ea59d1,2021.08.17.14.45.12_veh-42_00312_00531,unprotected_turn,82.72695219026939,LEFT,3.4501736164093018,False,1,False,False,False,0.1262140155978091
aba6b03821635b8b,2021.10.01.17.52.06_veh-28_01622_01687,unprotected_turn,46.21102559599438,RIGHT,3.486025810241699,False,4,False,False,False,0.1743556853648926
55470f6e07c456af,2021.06.23.14.58.13_veh-35_00016_00153,unprotected_turn,66.08466785587588,LEFT,4.023029804229736,False,0,False,False,False,0.2172308437796536
9ad59161c3eb5984,2021.10.05.07.10.04_veh-52_01442_01802,unprotected_turn,47.80156161946113,LEFT,1.8213258981704712,False,0,False,False,False,0.25815193097147493
3ed7129451b35204,2021.10.05.06.31.40_veh-52_00734_01305,unprotected_turn,46.61974710758045,RIGHT,4.050343990325928,False,0,False,False,False,0.6881169817686268
b85ae00877c5558d,2021.10.05.08.11.15_veh-50_01222_01462,unprotected_turn,46.75189607477528,LEFT,1.7252031564712524,False,1,False,False,False,0.26541375962807073
e46a68e614075a64,2021.09.15.15.34.53_veh-28_01303_01395,unprotected_turn,53.16715100797837,LEFT,5.809452533721924,False,2,False,False,False,1.4384107917399993
df1e9b75083a52ef,2021.06.14.16.48.02_veh-12_04783_04967,unprotected_turn,62.65554760673309,LEFT,3.159680128097534,False,2,False,False,False,0.6381054566406684
e1e5c1b9d83851b5,2021.10.05.07.49.39_veh-52_00934_01406,unprotected_turn,49.789669352206985,LEFT,3.021547317504883,False,1,False,False,False,0.3030530530221322
028809f9d06e50e2,2021.08.17.18.13.38_veh-45_00016_00127,unprotected_turn,61.77238599592194,LEFT,0.8166959881782532,False,0,False,False,False,0.2553338169537723
5d30048810475e4e,2021.09.15.15.02.19_veh-39_00856_01095,unprotected_turn,74.33346117127458,LEFT,1.9769431352615356,False,1,False,False,False,0.4472576781342141
43da3f72aeb45c4e,2021.06.09.14.03.17_veh-12_04129_04237,unprotected_turn,73.53554554266728,LEFT,2.5616180896759033,False,2,False,False,False,0.27236437901199
1c07fb6677d9562e,2021.06.23.16.54.19_veh-35_01603_03271,unprotected_turn,71.38748479202052,RIGHT,4.831846237182617,False,1,False,False,False,0.17058982746430434
0363c3d25daf5dd7,2021.10.05.08.11.15_veh-50_00970_01211,unprotected_turn,55.89177227980349,LEFT,1.6630157232284546,False,0,False,False,False,0.36230296354416647
cf23594a92bb51e3,2021.06.23.16.52.00_veh-26_01043_03099,unprotected_turn,60.727106766989586,LEFT,4.2513885498046875,False,3,False,False,False,0.6400781783790512
89b2df4759a054e9,2021.06.09.12.51.31_veh-35_03371_03476,unprotected_turn,55.42201162332526,LEFT,3.537074565887451,False,1,False,False,False,0.48472124364659075
7d39c06726a2554b,2021.10.05.06.57.40_veh-50_00665_00857,unprotected_turn,54.35709297858572,LEFT,2.439347743988037,False,0,False,False,False,0.3693732260617946
0c291660675f5d5c,2021.08.09.18.37.41_veh-28_00053_00548,unprotected_turn,75.19968502063809,RIGHT,2.457634210586548,False,2,False,False,False,0.4955197007168994
dd53793dc12f50b7,2021.06.14.14.03.45_veh-38_04499_05170,merging,6.685140784511532,,5.282541751861572,False,5,True,False,False,1.4214939902581154
cdd7067da1925464,2021.06.14.18.33.41_veh-35_03901_04264,merging,25.872632091233722,LEFT,3.9530911445617676,False,4,True,False,False,1.1170074186315215
e588dc06b355554b,2021.06.14.11.44.56_veh-35_04178_05084,merging,20.411152713302823,,0.35702887177467346,True,6,True,False,False,0.48756151498943373
a76e1531d9d35ecc,2021.07.09.20.26.06_veh-35_00016_01757,merging,3.111218586729076,LEFT,0.021027924492955208,True,5,False,True,False,1.3161466923639118
a78d9b5725fc52f8,2021.10.01.17.52.06_veh-28_01622_01687,merging,14.887785685280871,,4.688774108886719,False,10,True,False,False,1.3339836737119133
272479327a1a5bea,2021.05.12.22.28.35_veh-35_02138_02481,merging,35.07308264656621,,2.8287363052368164,False,3,True,False,False,1.232228357958997
39e1a23e8bc35a8a,2021.07.16.16.08.35_veh-35_02651_03700,merging,0.5053946385638053,STRAIGHT,5.388950824737549,False,5,True,False,False,0.43861314895401665
964d59603391543e,2021.10.01.13.28.54_veh-28_00405_00547,merging,2.2315325651343554,,0.00151291792280972,True,1,False,True,False,1.5278893087212897
45decc14ea0d5b92,2021.08.31.16.37.21_veh-40_01405_01642,merging,0.3540359757562685,,0.28180328011512756,True,2,False,True,False,1.2332217133468975
177bf48cadde5693,2021.07.16.18.06.21_veh-38_00016_00747,merging,6.640518010345766,RIGHT,1.6767969131469727,False,6,True,False,False,1.285328782581447
da85022314175da8,2021.06.08.14.36.49_veh-38_00312_00694,merging,30.24323164319078,LEFT,4.128255367279053,False,2,True,False,False,0.10897352540087661
7fa55c8454965402,2021.06.14.13.28.41_veh-12_02845_03153,merging,5.677849206151134,,3.0082948207855225,False,3,True,False,False,1.3047103086064666
f1bf12acb8445268,2021.06.09.12.51.31_veh-35_01729_02626,merging,42.25857925824613,LEFT,2.9958057403564453,False,3,True,False,False,1.0141761058736376
76899fb5c8855d62,2021.06.08.14.14.51_veh-35_00893_01188,merging,35.671488494967186,,2.819143772125244,False,1,True,False,False,0.7954530693314678
d16127abba6659ac,2021.05.12.23.36.44_veh-35_01585_01724,merging,1.8868963572869493,LEFT,2.604184865951538,False,10,True,False,False,0.6817306677812897
f2df26b34825528d,2021.07.16.01.22.41_veh-14_02003_02615,merging,40.86640394697444,LEFT,4.355903148651123,False,2,True,False,False,1.4153002673635506
4e92bb4887385c8c,2021.06.14.16.48.02_veh-12_01020_01720,merging,8.383582438349496,,6.550234794616699,False,3,True,False,False,1.5080906653951163
525c071cb431585f,2021.07.16.18.06.21_veh-38_04311_04460,merging,20.327154000561205,LEFT,0.8374137878417969,False,4,True,False,False,0.14424347257417755
1b77b13a7fa85f85,2021.08.17.18.11.12_veh-08_00629_01599,merging,13.285944784741622,,5.829069137573242,False,1,True,False,False,1.1909947200886402
e6c21be30f9a5e52,2021.08.17.14.32.33_veh-08_00016_00354,merging,2.4298302390304305,RIGHT,0.00025584714603610337,True,2,False,True,False,1.3847593806946983
381fe6597d985428,2021.06.14.13.28.41_veh-12_03841_04014,unprotected_crossing,0.12005735045078049,STRAIGHT,0.022170351818203926,True,3,False,False,False,0.1284426996361891
a29fd4b93aee524a,2021.07.24.22.52.16_veh-35_03236_04096,unprotected_crossing,1.1636699315463077,LEFT,0.18529391288757324,True,7,False,False,False,0.03397572386988013
93323186ae565eaa,2021.06.14.14.03.45_veh-38_03180_03766,unprotected_crossing,0.0008141799822840962,STRAIGHT,0.42769885063171387,True,12,False,False,False,0.10934770080800546
f66d6e5ef313554a,2021.07.16.16.01.30_veh-38_00356_02486,unprotected_crossing,11.644567702840812,RIGHT,0.006735093891620636,True,3,False,False,False,0.34778114782611075
d8f8deb8cff05ee6,2021.08.31.18.15.54_veh-40_01143_01496,unprotected_crossing,0.9861741288384441,LEFT,0.2597011923789978,True,2,False,False,False,0.8733798584332019
ce0049b7c1f75e71,2021.09.15.16.51.15_veh-28_01468_01533,unprotected_crossing,29.4690821715075,LEFT,0.12973643839359283,True,1,False,False,False,0.4222298083172119
eec896641926598d,2021.07.09.20.59.12_veh-38_01208_01692,unprotected_crossing,0.0009518749889836794,STRAIGHT,0.0009738451917655766,True,9,False,False,False,0.13732645583836742
0b0b1a65843a5cc0,2021.07.16.01.22.41_veh-14_04315_07102,unprotected_crossing,0.08074942765509749,STRAIGHT,0.0345672182738781,True,8,False,False,False,0.1514940395055565
70423c0cec2e54da,2021.06.09.17.23.18_veh-38_04163_04245,unprotected_crossing,33.73331880376673,RIGHT,0.26118341088294983,True,3,False,False,False,0.21044971456494796
51cf9bfac13e5f98,2021.06.23.21.56.29_veh-35_00947_01581,unprotected_crossing,0.6340972141781992,STRAIGHT,0.0007299697608686984,True,6,False,False,False,0.22393727581670886
dc0ba8c181e45565,2021.07.16.20.45.29_veh-35_00016_00589,unprotected_crossing,34.57442139988683,RIGHT,0.07169437408447266,True,1,False,False,False,0.16243531958449794
fdae7ff3ee06523d,2021.07.16.20.45.29_veh-35_01095_01486,unprotected_crossing,0.4070957551306656,STRAIGHT,0.04416641592979431,True,6,False,False,False,0.06398973315351134
798e9edbcfd65aa8,2021.07.09.15.53.28_veh-38_00184_02293,unprotected_crossing,1.634291698660967,STRAIGHT,0.05862971767783165,True,2,False,False,False,0.0957793465370021
e88858ebb0385d6f,2021.07.16.18.49.56_veh-26_00015_00235,unprotected_crossing,6.627313310992175,RIGHT,0.0022506897803395987,True,3,False,False,False,0.21412825353223583
2c757b2eaf465d16,2021.05.12.22.00.38_veh-35_01008_01518,unprotected_crossing,0.022240167908352693,STRAIGHT,0.02214828133583069,True,5,False,False,False,0.04759555191064031
dcd1d8714ff95aa7,2021.08.17.18.44.32_veh-08_00586_00848,unprotected_crossing,0.27208944655076694,STRAIGHT,0.0382612943649292,True,4,False,False,False,0.0397262956407948
5098d5fcbe79520f,2021.06.14.16.32.09_veh-35_01781_02379,unprotected_crossing,0.02372708989787218,STRAIGHT,0.007194458041340113,True,3,False,False,False,0.290676029719889
ffa25706d9a9517f,2021.06.23.17.31.36_veh-16_00634_01421,unprotected_crossing,0.4123211100941287,STRAIGHT,0.32344692945480347,True,7,False,False,False,0.06732554040064927
383906c2c29153d5,2021.06.14.19.22.11_veh-38_02857_03230,unprotected_crossing,0.20081370950202818,STRAIGHT,0.011448720470070839,True,4,True,False,False,0.21696920347482573
0f291f5478a15859,2021.07.09.17.06.37_veh-35_02609_05015,unprotected_crossing,0.4447941945325942,STRAIGHT,0.08318212628364563,True,9,False,False,False,0.3782322483884998
